YearFlight,MonthFlight,DayofMonth,DayOfWeek,DepTime,ArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
2011,1,1,6,1400.0,1500.0,AA,428,N576AA,60.0,40.0,-10.0,0.0,IAH,DFW,224,7.0,13.0,0,,0
2011,1,2,7,1401.0,1501.0,AA,428,N557AA,60.0,45.0,-9.0,1.0,IAH,DFW,224,6.0,9.0,0,,0
2011,1,3,1,1352.0,1502.0,AA,428,N541AA,70.0,48.0,-8.0,-8.0,IAH,DFW,224,5.0,17.0,0,,0
2011,1,4,2,1403.0,1513.0,AA,428,N403AA,70.0,39.0,3.0,3.0,IAH,DFW,224,9.0,22.0,0,,0
2011,1,5,3,1405.0,1507.0,AA,428,N492AA,62.0,44.0,-3.0,5.0,IAH,DFW,224,9.0,9.0,0,,0
2011,1,6,4,1359.0,1503.0,AA,428,N262AA,64.0,45.0,-7.0,-1.0,IAH,DFW,224,6.0,13.0,0,,0
2011,1,7,5,1359.0,1509.0,AA,428,N493AA,70.0,43.0,-1.0,-1.0,IAH,DFW,224,12.0,15.0,0,,0
2011,1,8,6,1355.0,1454.0,AA,428,N477AA,59.0,40.0,-16.0,-5.0,IAH,DFW,224,7.0,12.0,0,,0
2011,1,9,7,1443.0,1554.0,AA,428,N476AA,71.0,41.0,44.0,43.0,IAH,DFW,224,8.0,22.0,0,,0
2011,1,10,1,1443.0,1553.0,AA,428,N504AA,70.0,45.0,43.0,43.0,IAH,DFW,224,6.0,19.0,0,,0
2011,1,11,2,1429.0,1539.0,AA,428,N565AA,70.0,42.0,29.0,29.0,IAH,DFW,224,8.0,20.0,0,,0
2011,1,12,3,1419.0,1515.0,AA,428,N577AA,56.0,41.0,5.0,19.0,IAH,DFW,224,4.0,11.0,0,,0
2011,1,13,4,1358.0,1501.0,AA,428,N476AA,63.0,44.0,-9.0,-2.0,IAH,DFW,224,6.0,13.0,0,,0
2011,1,14,5,1357.0,1504.0,AA,428,N552AA,67.0,47.0,-6.0,-3.0,IAH,DFW,224,5.0,15.0,0,,0
2011,1,15,6,1359.0,1459.0,AA,428,N462AA,60.0,44.0,-11.0,-1.0,IAH,DFW,224,6.0,10.0,0,,0
2011,1,16,7,1359.0,1509.0,AA,428,N555AA,70.0,41.0,-1.0,-1.0,IAH,DFW,224,12.0,17.0,0,,0
2011,1,17,1,1530.0,1634.0,AA,428,N518AA,64.0,48.0,84.0,90.0,IAH,DFW,224,8.0,8.0,0,,0
2011,1,18,2,1408.0,1508.0,AA,428,N507AA,60.0,42.0,-2.0,8.0,IAH,DFW,224,7.0,11.0,0,,0
2011,1,19,3,1356.0,1503.0,AA,428,N523AA,67.0,46.0,-7.0,-4.0,IAH,DFW,224,10.0,11.0,0,,0
2011,1,20,4,1507.0,1622.0,AA,428,N425AA,75.0,42.0,72.0,67.0,IAH,DFW,224,9.0,24.0,0,,0
2011,1,21,5,1357.0,1459.0,AA,428,N251AA,62.0,47.0,-11.0,-3.0,IAH,DFW,224,6.0,9.0,0,,0
